10,Fade,0,1,0,Black,,
20,Fade,1,0,0,BackGround,,
30,Background,OutdoorsInCity,,,,,
40,Fade,0,1,1,BackGround,,
50,Fade,1,0,1,Black,,
60,Portrait,Left,Prelude,0,-90,1,TRUE
70,Portrait,Center,Symphony,0,-90,1,TRUE
80,Portrait,Right,TextBox,0,0,2.75,TRUE
90,Fade,1,0,0,Text,,
100,Fade,1,0,0,PortraitCenter,,
110,Fade,1,0,0,PortraitLeft,,
120,Fade,1,0,0,PortraitRight,,
130,Fade,0,1,1,Text,,
140,Fade,0,0.8,1,PortraitRight,,
150,Text,,〇中東国境地帯 廃市街,,,,
160,Text,,無数の崩壊した住居の隙間を、砂嵐が吹き抜ける。,,,,
170,Text,,瓦礫や薬莢が散らばった荒道の傍らで大破する戦車。,,,,
180,Text,,至る所で銃声が鳴り響く。,,,,
190,Text,,PMC《ZeroDivide》は今日も戦場にいた。,,,,
200,Text,,連邦製装甲車の陰で、黒いヘッドセットを装着した少女が静かに弾倉を叩き込む。,,,,
210,Fade,0,1,0.2,PortraitCenter,,
220,Text,,彼女のコードネームはSymphony。,,,,
230,Text,,正式名称、被検体13号。,,,,
240,Text,,かつてOKB-713――旧連邦秘密設計局にて生み出された、人造人間だった。,,,,
250,Text,,通信機にノイズが走る。,,,,
260,Fade,1,0,0.2,PortraitCenter,,
270,Portrait,Center,Triad,0,-90,1,TRUE
280,Fade,0,1,0.2,PortraitCenter,,
290,Text,Triad,こちらTriad。予定より敵が多い,,,,
300,Fade,1,0,0.2,PortraitCenter,,
310,Fade,0,1,0.2,PortraitLeft,,
320,Text,Prelude,多いってレベルじゃないよこれ！　RPGまで持ってきてる！,,,,
330,Fade,1,0,0.2,PortraitLeft,,
340,Fade,0,1,0.2,PortraitCenter,,
350,Text,Triad,泣き言を言うな、Prelude,,,,
360,Fade,1,0,0.2,PortraitCenter,,
370,Fade,0,1,0.2,PortraitLeft,,
380,Text,Prelude,そ、それはそうだけどぉ！,,,,
390,Fade,1,0,0.2,PortraitLeft,,
400,Portrait,Center,Symphony,0,-90,1,TRUE
410,Fade,0,1,0.2,PortraitCenter,,
420,Text,Symphony,前方、増援,,,,
430,Fade,1,0,0.2,PortraitCenter,,
440,Text,,彼女の視線の先。,,,,
450,Text,,武装勢力が路地から一斉に飛び出してくる。,,,,
460,Portrait,Center,Enemy,0,-90,1,TRUE
470,Fade,0,1,0.2,PortraitCenter,,
480,Text,敵兵,撃てぇぇぇ！！,,,,
490,Fade,1,0,0.2,PortraitCenter,,
500,Text,,激しい銃撃。,,,,
510,Text,,コンクリート片が弾け飛ぶ。,,,,
520,Fade,0,1,0.2,PortraitLeft,,
530,Text,Prelude,Symphony！？　大丈夫か！,,,,
540,Fade,1,0,0.2,PortraitLeft,,
550,Portrait,Center,Symphony,0,-90,1,TRUE
560,Fade,0,1,0.2,PortraitCenter,,
570,Text,Symphony,問題ない,,,,
580,Fade,1,0,0.2,PortraitCenter,,
590,Text,,彼女はヘッドセットへ指を添える。,,,,
600,Fade,0,1,0.2,PortraitCenter,,
610,Text,Symphony,kill Chord……起動,,,,
620,Fade,1,0,0.2,PortraitCenter,,
630,Text,,《Neural Sync：START》,,,,
640,Text,,《Adrenaline Control：ACTIVE》,,,,
650,Text,,《Combat Rhythm Loaded》,,,,
